pageID,title,revisions_count
5588,Oceanids,9
5589,Poet,4
5590,Vikidia:Talk/2014/51,8
5591,,0
5592,List of Norse gods and goddesses,100
5593,British monarchs,10
5594,Marc Okrand,6
5595,User:Pandaroux/Polarbear,2
5596,Council housing,7
5597,Luxor Hotel Vegas,5
5598,Puppis,8
5599,Monoceros,7
5600,Template:Infobox constellation,2
5601,Petrus Plancius,4
5602,Lepus (constellation),4
5603,Template:Infobox Constellation,1
5604,Category:Sedimentary rocks,1
5605,Pyramids of Egypt,100
5606,Pyramides d'Égypte,1
5607,Egyptian pyramids,1
5608,Vatican City,5
5609,Wikijunior:Europe/Holy See,1
5610,Holy See,1
5611,Vatican City State,1
5612,Vatican,1
5613,Norway,22
5614,Wikijunior:Europe/Norway,2
5615,Urdu,37
5616,Wikijunior:Languages/Urdu,2
5617,Languages/Urdu,1
5618,St. Patrick's Cathedral (New York),8
5619,Walter Pyramid,10
5620,Fleming (crater),7
5621,Williamina Fleming,12
5622,Peter McDougall,8
5623,Adjective,63
5624,,0
5625,Verb,81
5626,Idiom,100
5627,Category:Rome,3
5628,,0
5629,Punnett Squares,1
5630,Category:Scotland,1
5631,Category:Cities in the United Kingdom,2
5632,Vikidia:Deletion,6
5633,Herculaneum,58
5634,Template:Duolingo,5
5635,Category:Articles translated by Duolingo,2
5636,Talk:Grumpy Cat's Worst Christmas Ever,2
5637,User:Fylbecat,7
5638,User talk:Fylbecat,3
5639,Mourning dove,9
5640,Salvador Dalí,36
5641,Le Corbusier,15
5642,Albrecht Dürer,20
5643,,0
5644,Frida Kahlo,35
5645,Henri Matisse,20
5646,Mimar Sinan,6
5647,Frank Lloyd Wright,46
5648,Isaac Newton,100
5649,User talk:86.69.154.127,4
5650,PlayStore,5
5651,IPad Air 2,6
5652,User talk:Arsendis,6
5653,,0
5654,Category:Pt,1
5655,Category:Pt-4,1
5656,Category:Ca,1
5657,Category:Ca-1,1
5658,,0
5659,User talk:Kidstogo,15
5660,User:Kidstogo,39
5661,Vikidia:Talk/2015/01,7
5662,Roman Empire,63
5663,Christianity,94
5664,Islam,100
5665,International Standard Book Number,10
5666,Ancient Rome,71
5667,Category:Pt-br,1
5668,Category:Pt-br-4,1
5669,Vikidia:Requests/Administrators/2015 01,2
5670,German,1
5671,,0
5672,Tardar Sauce,1
5673,Day,13
5674,Week,4
5675,User talk:82.224.88.52,3
5676,Brown recluse spider,17
5677,Pollution,100
5678,List of Renaissance artists,55
5679,The Dark Knight Trilogy,13
5680,List of active volcanos,15
5681,Culture,100
5682,Mesopotamia,53
5683,Capitalism,100
5684,Ottoman Empire,66
5685,Mathematician,18
5686,Bronze Age,64
5687,Religion,74
5688,Cell,100
5689,Cuba,100
5690,Bible,100
5691,Painter,1
5692,Painting,16
5693,Judaism,100
5694,Hubble Space Telescope,76
5695,Piano,87
5696,Syria,45
5697,Iraq,100
5698,Middle East,43
5699,Qatar,31
5700,Species,18
5701,Multimedia,9
5702,Society,12
5703,List of Roman gods and goddesses,100
5704,Europe/Norway,1
5705,UNESCO World Heritage Site,1
5706,Template:Define,10
5707,Template:Abbr,1
5708,St. Patrick's Cathedral,2
5709,Saint Patrick's Cathedral,1
5710,Cathedral of Saint Patrick,1
5711,Category:Buildings and structures,1
5712,Fleming,2
5713,Category:Ottoman Empire,2
5714,Category:Animals of North America,1
5715,Category:Domesticated animals,1
5716,Category:Agriculture,4
5717,19th Century French Firearms,8
5718,Titanic (1997 movie),8
5719,User:Maxhai,5
5720,User:Maxhai/Autograph,2
5721,Totally Spies!,11
5722,User talk:Maxhai,4
5723,User talk:Pualsalazar20,3
5724,User talk:SacredHeart,3
5725,Vikidia:Talk/2015/03,2
5726,Wales,15
5727,User talk:Pingpongted,3
5728,User:Pingpongted,2
5729,Latin language,1
5730,Dutch,1
5731,Eastern Roman Empire,1
5732,Cold War,100
5733,,0
5734,Napoleon Bonaparte,3
5735,User:Erinrcollins,2
5736,Air Arabia,13
5737,Haarlem,14
5738,User talk:Matiia,2
5739,Southern America,1
5740,Uganda,5
5741,User talk:195.147.31.104,2
5742,Fracking,6
5743,Knights of the Round Table,100
5744,Computer,100
5745,Internet,100
5746,Sharia law,33
5747,Atlantis,42
5748,Cloud computing,52
5749,User:Yr4montjun,2
5750,,0
5751,Korean War,100
5752,Gravity,100
5753,Martin Luther King Jr.,100
5754,,0
5755,Template:Main Page/Other languages,21
5756,Hydraulic fracturing,1
5757,Vikidia:Talk/2015/06,17
5758,Template:Ping,7
5759,,0
5760,,0
5761,User:CRH,25
5762,User talk:CRH,22
5763,User:Mikicat,1
5764,Vikidia:Request for permissions/Goldenburg111 (2),10
5765,User talk:Mikicat,2
5766,User talk:Maxie1hoi,6
5767,History of the United States of America,1
5768,Kernel (computer science),26
5769,,0
5770,Measles,28
5771,Template:Null,1
5772,Template:Void,1
5773,Mumps,17
5774,Template:Biology-stub,3
5775,Template:Broken wikt link,2
5776,Anthrax (disease),41
5777,Appendicitis,6
5778,Template:ICD10,1
5779,Template:ICD9,1
5780,Template:Infobox disease,1
5781,Template:MeSH2,1
5782,Template:Mesh2,1
5783,Tensile strength,43
5784,Category:Science,4
5785,Vowel,50
5786,Category:Inflammation,1
5787,Anthrax,1
5788,Arthritis,17
5789,Template:More sources,7
5790,Template:Moresources,1
5791,Asthma,53
5792,Category:Letters (alphabet),2
5793,GIMP,4
5794,GNU Image Manipulation Program,1
5795,Gimp,1
5796,Inkscape,3
5797,Category:Cross-platform free software,1
5798,Audacity,3
5799,François Hollande,6
5800,Francois Hollande,1
5801,Angela Merkel,10
5802,Mariano Rajoy,6
5803,Northern Ireland,9
5804,Bosnia-Herzegovina,1
5805,Monaco,10
5806,Wikijunior:Europe/Monaco,1
5807,Euro (currency),1
5808,Urdu language,1
5809,Azerbaijan,9
5810,Wikijunior:Europe/Azerbaijan,1
5811,UNESCO World Heritage Sites,1
5812,Template:Notif,3
5813,Template:Reply to,1
5814,Template:Reply,1
5815,Template:Re,1
5816,Template:Mention,1
5817,WW2,2
5818,WW1,1
5819,Combustion engine,23
5820,Wikijunior:How Things Work/Car Engine,1
5821,Petrol engine,1
5822,Internal combustion engine,1
5823,Car engine,1
5824,Esperanto,40
5825,Wikijunior:Languages/Esperanto,28
5826,Esperanto language,1
5827,Template:Lang-eo,1
5828,Template:Lang eo,1
5829,Template:Listen,3
5830,Template:Listen/core,2
5831,Template:SideBox,3
5832,Template:Wikijunior:Languages/Define,1
5833,Finland,37
5834,Wikijunior:Europe/Finland,1
5835,Roald Amundsen,15
5836,Melise de Winter,11
5837,User:SurdusVII/Sandbox/01,1
5838,User:SurdusVII/Sandbox/02,1
5839,Sicilia,1
5840,User:SurdusVII/Sandbox/03,2
5841,Abraham,8
5842,Category:Judaism,3
5843,Category:Cy,1
5844,Category:Cy-1,1
5845,User:XY007,1
5846,User:XY007/common.js,1
5847,Template:Infobox country,3
5848,Titanic movie,1
5849,User talk:XY007,4
5850,Harry Potter,31
5851,Jules Verne,6
5852,,0
5853,,0
5854,"Man, Ivory Coast",17
5855,Category:Fun,1
5856,ICAO airport code,5
5857,Country calling code,5
5858,User talk:IdrisPukke,4
5859,Artificial intelligence,6
5860,Heavy industry,4
5861,User:IdrisPukke,1
5862,Man,11
5863,User:XY007/Lazandian language,2
5864,Portal:Ancient Rome/Featured Article,2
5865,Portal:Ancient Rome/Introduction,5
5866,Portal:Ancient Rome/Featured Picture,1
5867,Portal:Ancient Rome/Categories,2
5868,Portal:Ancient Rome/Articles to be created,1
5869,Portal:Ancient Rome,2
5870,Template:Portal Ancient Rome,3
5871,Category:Portal:Ancient Rome/Linked pages,4
5872,Talk:History of the USA,7
5873,Vikidia:Star articles/History of the USA,10
5874,Talk:Flush toilet,2
5875,Vikidia:Star articles/Metric system,1
5876,,0
5877,,0
5878,User:Mister Steve,1
5879,User talk:Mister Steve,3
5880,Sexual dimorphism,3
5881,Talk:Nelson Mandela,3
5882,Holy Roman Empire,13
5883,,0
5884,User:Aditya Kabir,1
5885,Vikidia:Requests/Administrators/2015 04,13
5886,Warriors (book series),12
5887,User talk:Aditya Kabir,3
5888,Guatemala,8
5889,Costa Rica,7
5890,User talk:Lenin,3
5891,,0
5892,Sisyphus,9
5893,User talk:Magicstaff,3
5894,Vikidia:Talk/2015/17,8
5895,,0
5896,George Orwell,6
5897,User:Wanig22,7
5898,Marco Polo,13
5899,User talk:Wanig22,3
5900,,0
5901,Stick bug,11
5902,,0
5903,User talk:Isisj,3
5904,User talk:TheKingPug2244,3
5905,Stella (Winx Club),9
5906,Dragonfly,7
5907,Niki Romijn,6
5908,User talk:TheKingPug22442,4
5909,User talk:Gamersbane43045,3
5910,User talk:Nsjsndndhstuff,3
5911,Template:Translate french,8
5912,,0
5913,Duolingo,36
5914,User talk:Fullbuster,14
5915,Talk:Paris,2
5916,Vikidia:Requests/Administrators/2015 05,60
5917,Seine,3
5918,Category:Harry Potter,2
5919,Benin,30
5920,Andromède,12
5921,User:Fullbuster,3
5922,Vikidia:Developer,4
5923,User:Fullbuster/Signature,1
5924,,0
5925,User talk:104.131.209.90,2
5926,Vikidia:Star articles/Duolingo,5
5927,Puerto Rico,11
5928,Template:Tab,3
5929,Vikidia:Talk/2015/19,5
5930,User:TheKingPug22442,2
5931,User:Klipe/IotW/2014,9
5932,User:Klipe/IotW,23
5933,User:Klipe/IotW/2015,9
5934,Template:Couleur,1
5935,Template:Couleurs des onglets,1
5936,User:Vviktorie!!/signature,1
5937,User talk:N tonio36,5
5938,User:N tonio36,2
5939,,0
5940,Category:Portuguese footballer,1
5941,Category:Footballer by nationality,2
5942,Category:Portuguese personality,1
5943,Category:Personality by nationality,1
5944,Category:Category per nationality,1
5945,Category:Personality,2
5946,Category:Nationality,3
5947,Category:Person identity,1
5948,,0
5949,Electronic Arts,6
5950,EA,1
5951,,0
5952,FIFA (video game series),5
5953,Muhammad,12
5954,User talk:Travisteachesinformationalwriting,3
5955,,0
5956,Category:Image by countries,5
5957,Republic of Dahomey,4
5958,Dollar,1
5959,$,1
5960,Help:Signature,1
5961,Template:Portal arts,1
5962,Aphrodite,6
5963,Telephone,12
5964,"Template:""",3
5965,Template:Userbox admin fr,3
5966,Vikidia:Main page,1
5967,User:Klipe/templ,22
5968,User:Klipe/templ2,22
5969,Blue whale,7
5970,Talk:Blue whale,3
5971,,0
5972,Anteater,8
5973,Vikidia:Talk/2015/20,4
5974,Juice,13
5975,Template:Fr,2
5976,User talk:210.19.186.130,6
5977,FIFA Football,1
5978,User talk:175.136.47.15,2
5979,File:Noia 64 apps xeyes-2.png,1
5980,Template:---,1
5981,User:CRH/Signature,1
5982,John Adams,9
5983,Thomas Jefferson,11
5984,James Madison,57
5985,,0
5986,James Monroe,6
5987,John Quincy Adams,7
5988,Andrew Jackson,6
5989,Martin Van Buren,5
5990,William Henry Harrison,10
5991,John Tyler,7
5992,James K. Polk,10
5993,Moldova,26
5994,James Knox Polk,1
5995,James Polk,1
5996,Wikijunior:Europe/Moldova,1
5997,Zachary Taylor,52
5998,Millard Fillmore,7
5999,Franklin Pierce,5
6000,James Buchanan,8
6001,Andrew Johnson,6
6002,McDonald's,16
6003,Template:Portal computer science,13
6004,Template:Portal informatics,1
6005,Template:Check date,1
6006,Template:Checkdate,2
6007,Template:Cite paper,1
6008,Template:Complex,9
6009,Template:DMC,1
6010,Template:Dated maintenance category,3
6011,Template:Redlinks,4
6012,Club Penguin,11
6013,Category:Constellations,2
6014,,0
6015,Phone,1
6016,User talk:184.164.146.28,2
6017,Winston Churchill,13
6018,Rutherford B. Hayes,5
6019,James A. Garfield,8
6020,Chester A. Arthur,59
6021,Grover Cleveland,6
6022,Benjamin Harrison,5
6023,Template:Portal politics,2
6024,Template:Portal astronomy,5
6025,Template:Portal astrology,2
6026,Template:Portal astrolomy,1
6027,Category:Disney,5
6028,Category:Greek mythology,3
6029,List of planets in the Solar System,14
6030,Category:Portal:Politics/Linked pages,4
6031,User talk:Rififi,7
6032,Category:Fantasy book,2
6033,Template:Trio portal,4
6034,Template:Portal video game,1
6035,Vikidia:Talk/2015/21,17
6036,William McKinley,5
6037,William Howard Taft,5
6038,Woodrow Wilson,4
6039,Warren G. Harding,5
6040,Calvin Coolidge,5
6041,Herbert Hoover,6
6042,Harry S. Truman,17
6043,Gerald Ford,3
6044,Jimmy Carter,5
6045,Bill Clinton,7
6046,Category:US Whig Party Presidents,2
6047,Category:US Democratic-Republican Party Presidents,1
6048,Category:Batman,2
6049,Portal:Ballets,1
6050,List of Presidents of the United States,7
6051,Prince Edward Island,5
6052,Vikidia:Request for permissions/Fullbuster,3
6053,FDR,1
6054,OpenStreetMap,4
6055,MediaWiki:Group-importer,1
6056,MediaWiki:Group-importer-member,1
6057,MediaWiki:Grouppage-importer,1
6058,MediaWiki:Group-importer/es,1
6059,MediaWiki:Group-importer-member/es,1
6060,MediaWiki:Group-oversight/es,1
6061,MediaWiki:Group-oversight-member/es,1
6062,Category:Computer,2
6063,Category:Complex pages,1
6064,Category:Tools,2
6065,Category:All pages that need simplifying,2
6066,Category:Pages with too many red links,2
6067,Category:All pages with too many red links,1
6068,Category:All articles with unsourced statements,2
6069,Category:Articles with unsourced statements from June 2010,1
6070,Category:Articles with unsourced statements from December 2008,1
6071,Category:Articles with invalid date parameter in template,2
6072,Category:Series,3
6073,Template:IotW-FullYear,2
6074,Template:IotW-OneWeek,1
6075,Vikidia:Image of the week/2014,3
6076,Vikidia:Image of the week/2015,10
6077,Lucky Luke,10
6078,Lucky Luck,1
6079,Ragtime music,7
6080,Valletta,8
6081,MediaWiki:Otherlanguages,1
6082,Track gauge,3
6083,User talk:84.83.98.157,3
6084,User:Hami,1
6085,User:JUNSEI TARO \(*'0');,1
6086,User:Habiba,2
6087,User:Daweibao123,1
6088,User:Gabby Alonso,1
6089,User:Hana 4684,1
6090,User:Iyad123,1
6091,User:Kian21962,2
6092,User:Hiyu - -Taro,1
6093,Giraffatitan,16
6094,User:Mai,1
6095,Diplodocus,10
6096,Microraptor,23
6097,Triceratops,100
6098,User:Kimberly,2
6099,User:Travisteachesinformationalwriting,3
6100,User talk:Hami,3
6101,User talk:JUNSEI TARO \(*'0');,3
6102,User talk:Habiba,3
6103,User talk:Daweibao123,3
6104,User talk:Gabby Alonso,3
6105,User talk:Hana 4684,3
6106,User talk:Iyad123,3
6107,User talk:Kian21962,3
6108,User talk:Hiyu - -Taro,3
6109,User talk:Mai,3
6110,User talk:Kimberly,3
6111,Jurassic,10
6112,User:Ghimyew,2
6113,Tarbosaurus,10
6114,Evolution of birds,6
6115,Sauropoda,8
6116,File:Imgres.jpg,2
6117,Feather,4
6118,Apatosaurus,5
6119,,0
6120,Spinosaurus,6
6121,User talk:Ghimyew,3
6122,User talk:GRamyaa,3
6123,Evolutions of Birds,2
6124,Evolution of Birds,1
6125,Sauropod,1
6126,Feathers,1
6127,User talk:42.60.141.53,3
6128,,0
6129,,0
6130,Pliosaur,8
6131,Iguanodon,14
6132,Talk:Jurassic,2
6133,Talk:Iguanodon,2
6134,Talk:Triceratops,3
6135,Triassic,11
6136,Talk:Triassic,2
6137,Dolphin,35
6138,,0
6139,Vikidia:Requests/Administrators/2015 06,14
6140,Vikidia:How to create your own page,1
6141,,0
6142,Andromede (play),1
6143,Category:Italian people,7
6144,User:Djsasso,1
6145,Archaeopteryx,9
6146,Risotto,16
6147,Durum,9
6148,Lasagna,8
6149,Gelato,7
6150,Pasta,9
6151,File:Triticum durum.jpg,1
6152,,0
6153,File:Risotto2.jpg,3
6154,Giada De Laurentiis,11
6155,Pizza,26
6156,,0
6157,,0
6158,,0
6159,,0
6160,,0
6161,,0
6162,User talk:Phillip321,3
6163,User talk:Nutmeg,3
6164,User talk:YouNeverGetThis,4
6165,User talk:Mrknowitall,3
6166,User talk:Neenox2,3
6167,User talk:Jay,3
6168,User talk:Izzfarah,3
6169,User talk:Noah98,3
6170,Durum wheat,1
6171,Giada de laurentiis,1
6172,User talk:Maringe,3
6173,Vikidia:RA,2
6174,Vikidia:RFA,2
6175,Vikidia:Request for permissions/CRH,12
6176,,0
6177,User talk:Barryrestrickmalone,3
6178,City of light,1
6179,User talk:2.244.57.67,4
6180,The Beatles,10
6181,Category:Rock music groups,1
6182,Help:Color,2
6183,Vikidia:Image of the week/2016,44
6184,Template:Portal biology,8
6185,User:Wikimarius,20
6186,Bucharest,13
6187,User talk:Wikimarius,3
6188,Catherine II of Russia,88
6189,,0
6190,Template:To know,10
6191,Template:À savoir,1
6192,Category:History of Russia,1
6193,Catherine the Great,1
6194,Category:French Revolution,1
6195,R&amp;B,6
6196,,0
6197,Vikidia:Duolingo,1
6198,Vikidia Talk:Duolingo,1
6199,ITunes,1
6200,Dahomey,1
6201,Persian War,7
6202,User talk:Crewcut,3
6203,,0
6204,Marathon,1
6205,Charlotte Corday,4
6206,,0
6207,Catalan language,4
6208,Catalan,1
6209,Català,1
6210,Sicilianu,1
6211,Basque language,4
6212,Basque,1
6213,Euskara,1
6214,Русский,1
6215,,0
6216,,0
6217,,0
6218,User talk:87.218.2.247,2
6219,French language,85
6220,Wikijunior:Languages/French,1
6221,Norwegian language,14
6222,Wikijunior:Languages/Norwegian,1
6223,Norwegian,1
6224,Talk:Himalayas,2
6225,,0
6226,,0
6227,Euskera,1
6228,Category:Portal:Biology/Linked pages,1
6229,Portal:Biology,3
6230,Portal:Biology/Categories,1
6231,Portal:Biology/How to help,3
6232,Portal:Biology/Introduction,5
6233,,0
6234,,0
6235,,0
6236,,0
6237,,0
6238,,0
6239,,0
6240,,0
6241,,0
6242,Vikidia Talk:Administrators,13
6243,,0
6244,,0
6245,,0
6246,,0
6247,,0
6248,,0
6249,,0
6250,,0
6251,,0
6252,,0
6253,,0
6254,,0
6255,,0
6256,,0
6257,,0
6258,,0
6259,,0
6260,,0
6261,,0
6262,,0
6263,,0
6264,,0
6265,,0
6266,,0
6267,,0
6268,,0
6269,,0
6270,,0
6271,,0
6272,,0
6273,,0
6274,User:Diggycheck,2
6275,,0
6276,File:Saturn-Mythology.jpg,1
6277,Saturn (mythology),4
6278,Portal:Astronomy,9
6279,,0
6280,Goofy,19
6281,File:Goofy Artwork.jpg,4
6282,File:Cartoon Mickey.jpg,1
6283,File:Steamboat Willie Poster.jpg,1
6284,Steamboat Willie,6
6285,,0
6286,File:Ub Iwerks Drawing Mickey Mouse.jpg,1
6287,Ub Iwerks,5
6288,Minnie Mouse,13
6289,,0
6290,Pluto (Disney),12
6291,File:Pluto Artwork.jpg,1
6292,,0
6293,User talk:Diggycheck,5
6294,,0
6295,,0
6296,,0
6297,,0
6298,Saludos Amigos,7
6299,,0
6300,,0
6301,,0
6302,,0
6303,,0
6304,,0
6305,,0
6306,,0
6307,,0
6308,,0
6309,,0
6310,,0
6311,,0
6312,,0
6313,,0
6314,,0
6315,,0
6316,File:Saludos Amigos Poster.jpg,1
6317,,0
6318,,0
6319,,0
6320,,0
6321,,0
6322,,0
6323,,0
6324,,0
6325,,0
6326,,0
6327,,0
6328,,0
6329,,0
6330,,0
6331,,0
6332,,0
6333,,0
6334,,0
6335,Vikidia:Talk/2015/35,13
6336,,0
6337,,0
6338,,0
6339,User:CastelRune,2
6340,User talk:CastelRune,12
6341,Vikidia:VisualEditor,4
6342,Help:VisualEditor,1
6343,Vikidia:Mobile access,2
6344,User:CastelRune/Test,2
6345,,0
6346,20th Century Fox Home Entertainment,7
6347,,0
6348,,0
6349,Help:Mobile access,1
6350,,0
6351,,0
6352,,0
6353,,0
6354,Three Little Pigs cartoons,11
6355,File:Three Little Pigs 1933 Poster.jpg,1
6356,File:The Big Bad Wolf 1934.jpg,1
6357,,0
6358,,0
6359,,0
6360,,0
6361,,0
6362,,0
6363,,0
6364,,0
6365,,0
6366,,0
6367,,0
6368,,0
6369,,0
6370,,0
6371,User:Larry the Insane,2
6372,Lemur,66
6373,International Phonetic Alphabet,4
6374,,0
6375,User talk:Larry the Insane,3
6376,User talk:Koldo Biguri,8
6377,User:Druddigon,1
6378,User talk:Druddigon,1
6379,,0
6380,,0
6381,Sarajevo,19
6382,,0
6383,,0
6384,,0
6385,,0
6386,,0
6387,September 11 attacks,7
6388,,0
6389,,0
6390,,0
6391,,0
6392,9/11,1
6393,Vikidia:Talk/2015/37,4
6394,,0
6395,,0
6396,,0
6397,,0
6398,Template:Diff-,1
6399,User talk:67.8.132.217,2
6400,Vikidia:Nukers,2
6401,Vikidia:Nuker,1
6402,Category:Portal:Astronomy/Linked pages,5
6403,Category:Image dinosaurs,4
6404,Notre Dame de Paris,15
6405,Category:Theatre,1
6406,,0
6407,,0
6408,,0
6409,,0
6410,,0
6411,User:Lucas0231,1
6412,Mont Saint-Michel,13
6413,User talk:Lucas0231,3
6414,MediaWiki:Group-patroller/fr,1
6415,MediaWiki:Group-autopatrol/fr,1
6416,MediaWiki:Talk/fr,1
6417,,0
6418,Airplane,26
6419,User:Rififi,8
6420,File:Images.jpg,1
6421,Portal:Internet,6
6422,Template:Portal Internet,8
6423,Category:Portal:Internet/Linked pages,1
6424,User:Rififi/Signature2,1
6425,User:Rififi/Signature,3
6426,Portal:Internet/Introduction,3
6427,Portal:Internet/Featured Picture,1
6428,Portal:Internet/Categories,2
6429,Portal:Internet/Category,1
6430,Ubuntu,2
6431,Category:Linux distributions,1
6432,Linux Mint,2
6433,Debian,1
6434,Aircraft,1
6435,Template:Portal internet,1
6436,Portal:Internet/Website,1
6437,Portal:Internet/Tools,5
6438,Template:Latest iOS version,3
6439,Template:T,10
6440,Portal:Internet/Featured Article,1
6441,Portal:Internet/To do,2
6442,MediaWiki:Tag-mobile edit,1
6443,MediaWiki:Tag-mobile edit/fr,1
6444,French cuisine,6
6445,IPA,1
6446,Portal:Computer science,13
6447,User:Rififi/common.js,9
6448,User:Rififi/RevertDiff.js,4
6449,User:Rififi/ResumeDeluxe.js,5
6450,Portal:Computer science/Introduction,6
6451,Portal:Computer science/categories,1
6452,Portal:Computer science/Featured Article,2
6453,Portal:Computer science/Featured Picture,1
6454,Portal:Computer science/tools,2
6455,Category:Cartoon,2
6456,Category:Fantasy,1
6457,Category:Aviation,1
6458,Category:Image Alps,2
6459,Category:Image Lewis Carroll,1
6460,Category:Physics,2
6461,Category:Alps,1
6462,,0
6463,Portal:Computer science/Software,1
6464,Portal:Computer science/Internet,3
6465,Portal:Computer science/Few articles,1
6466,Portal:Computer science/equipment,2
6467,Portal:Computer science/Story,2
6468,Random Access Memory,10
6469,RAM,1
6470,Category:Fossils,1
6471,Category:Images people,1
6472,Category:Medicine,2
6473,User:Wynter/Main Page/Box,2
6474,User:Wynter/Main Page,1
6475,,0
6476,,0
6477,,0
6478,Sonnet,2
6479,Category:Poetry,2
6480,Category:Webmail,1
6481,ProtonMail,3
6482,User:Fleport,6
6483,User talk:Fleport,5
6484,Microsoft Edge,1
6485,Category:Online games,2
6486,Vikidia:Requests/Administrators/2015 09,3
6487,WordPress,3
6488,,0
6489,,0
6490,,0
6491,User talk:Fabrice Gray,3
6492,Vikidia:Talk/2015/44,1
6493,Vikidia:Requests/Administrators/2015 10,3
6494,"User:Astirmays/Vikidia, an equivalent of Wikipedia for children and the information and participation rights",2
6495,,0
6496,,0
6497,,0
6498,,0
6499,,0
6500,,0
6501,User:Celio,6
6502,User talk:Celio,3
6503,,0
6504,,0
6505,,0
6506,User:Fleport/sandbox,33
6507,Vikidia:Talk/2015/45,2
6508,User talk:Ocylanos,3
6509,User talk:Kikuyu3,3
6510,Herrerasaurus,9
6511,Marmot,7
6512,Lagomorph,2
6513,Liberty Leading the People,12
6514,User talk:74.114.172.56,2
6515,User talk:Ortisa,3
6516,User talk:86.195.61.181,2
6517,Category:Pyramid,1
6518,Category:Arts of Antiquity,1
6519,Luxor Hotel,1
6520,User:Copernicus,4
6521,User:Copernicus/sandbox,9
6522,User:Jojoco,4
6523,User:Annap/sandbox,1
6524,User:Jojoco/sanbox,8
6525,User:Norvegienne,4
6526,User:Tukonépamavi,2
6527,User:Manon/sandbox,9
6528,User:Alexane/sandbox,10
6529,User talk:Annap/sandbox,1
6530,User:Mathou/sandbox,1
6531,User:A.lena/sandbox,8
6532,User:Theost/sandbox,2
6533,User:Mary/sandbox,4
6534,User:Alice/sandbox,7
6535,User:Emmalaisney/sandbox,1
6536,User:Emma B,4
6537,User:Turingod/sandbox,1
6538,Nicolaus Copernicus,27
6539,Alan Turing,16
6540,User:Norvegienne/sandbox,8
6541,Copernicus,1
6542,,0
6543,,0
6544,Category:Polish mathematicians,3
6545,Category:Polish poeple,2
6546,Category:Polish people,1
6547,Category:Astronomers,2
6548,Astronomer,5
6549,Vikidia:Requests/Administrators/2015 11,3
6550,User:Alice,3
6551,Joseph Fourier,27
6552,User:DNL 2015,3
6553,User:Username,2
6554,Galileo Galilei,23
6555,User:Mathou,1
6556,Euclid,20
6557,Leonardo Fibonacci,29
6558,User:Annap,2
6559,User:Raynal,1
6560,User:A.lena,2
6561,Joseph Fourrier,1
6562,Leonardo fibonacci,1
6563,User talk:Raynal,3
6564,User talk:Username,5
6565,User talk:Norvegienne,3
6566,User talk:Jojoco,3
6567,User talk:Alexane,3
6568,User talk:A.lena,3
6569,User talk:Annap,3
6570,User talk:Alice,3
6571,User talk:Manon,3
6572,User talk:Copernicus,3
6573,User talk:Antoine1005,3
6574,User talk:Turingod,3
6575,User talk:Mary,3
6576,User talk:Mathou,3
6577,User talk:Emma B,3
6578,User talk:DNL 2015,3
6579,Thales of Miletus,1
6580,User talk:Theost,3
6581,User talk:Amarpreet,3
6582,Category:French mathematicians,2
6583,Category:Ancient Greek mathematicians,1
6584,Portal:Mathematics,2
6585,Portal:Mathematics/Introduction,2
6586,Portal:Mathematics/Featured Picture,2
6587,Portal:Mathematics/Categories,1
6588,Template:Portal mathematics,2
6589,Category:Portal:Mathematics/Linked pages,1
6590,,0
6591,,0
6592,Portal:Mathematics/How to help,9
6593,Category:Computer scientists,1
6594,Category:Computer science,1
6595,Category:Applied sciences,4
6596,Category:Physicists,1
6597,Category:Chemists,1
6598,Category:Pages using duplicate arguments in template calls,1
6599,Category:Articles with hCards,1
6600,Category:Local image different than Wikidata,1
6601,Ada Lovelace,5
6602,Portal:Politics,1
6603,Portal:Politics/Categories,1
6604,Portal:Politics/How to help,3
6605,User:Snowman,1
6606,,0
6607,User talk:Snowman,3
6608,,0
6609,User talk:187.168.20.107,2
6610,Fibonacci,1
6611,Category:Zh-0,1
6612,Category:La-0,1
6613,,0
6614,,0
6615,Vikidia:Shortcut,1
6616,User:Snowman/vector.css,5
6617,Vikidia:Requests/Administrators/2015 12,6
6618,User:Pierreforneris,1
6619,Acid rain,1
6620,User:Rififi/Sandbox,5
6621,Nightwish,3
6622,Pope,11
6623,Category:Popes,2
6624,,0
6625,,0
6626,Protestantism,2
6627,Lost,10
6628,User:Newrockwriter,1
6629,Finnish,4
6630,User talk:Newrockwriter,3
6631,,0
6632,,0
6633,User:Vickicat,1
6634,User talk:Vickicat,3
6635,User talk:Kiminou,3
6636,Battle of Gaugamela,6
6637,User:Kiminou,4
6638,Template:Works,3
6639,,0
6640,,0
6641,Template:Review,8
6642,Category:Article in work by Kiminou,1
6643,Tortoise,19
6644,Tortoises,1
6645,User talk:88.109.30.185,3
6646,Playstation,1
6647,,0
6648,Luís de Camões,6
6649,,0
6650,Luís Vaz de Camões,1
6651,User:Foge2001,1
6652,User talk:Foge2001,1
6653,MediaWiki:Group-developer-member/fr,1
6654,Vikidia:System administrator,1
6655,,0
6656,,0
6657,,0
6658,,0
6659,Ailuropoda melanoleuca,1
6660,Bach,1
6661,Beethoven,1
6662,Canis lupus familiaris,1
6663,Felis silvestris catus,1
6664,House cat,1
6665,Thunnus alalunga,1
6666,Gadus morhua,1
6667,Acipenser oxyrinchus,1
