text	page_id	page_title	page_revisions	chars
"Since her late mother Ruth could not dip Barbie's hand and footprints in her concrete slab on Hollywood Boulevard in 2002, Barbara her daughter in which the doll was named after did the honors inducting the doll to superstar status. In 2006 a movie, ""The Tribe"" used Barbie to connect with being Jewish in America. In 2008, Barbie was transformed into a representation of African culture for the hundredth anniversary of the first African American sorority Alpha Kappa Alpha. 2009 brought about changes to the black Barbie adding fuller lips and altered facial features at the request of consumer complaints. Tricelle was given more textured and curlier hair. Chataine Barbie made in 2003 is worth $425 according to ""Schroeder's""."	6982	Barbie	57	730
Some people believe Barbie gives girls a wrong idea of what they will look like when they grow up. If her doll size proportions were converted into life size body measurements (breast size, waist size, hip size) only 1 in 100,000 women would be able to obtain her figure. Though recent plastic surgery advancements has reduced that gap. Many people believe that the introduction of the Barbie doll was wrong due to the fact it made young girls believe they had to become skinny in order to be just like Barbie. The doll has been blamed for eating disorders, such as anorexia and bulimia. If a girl or woman was Barbie's actual size, she would suffer from back problems due to her breast size. She would also be unable to support her weight on her tiny feet making it impossible for her to walk. She is not supposed to be taken as a literal interpretation of a teenage girl. Barbie was not built to give girls an inferior complex when comparing themselves to the doll. She was built to be a longer lasting alternative to the easily torn paper dolls for hours of enjoyment reinacting life scenes through a child's creativity and imagination. Barbie is a teen doll, which gives little girls a peek at what might happen in their teen life. This was thought to be bad, because Barbie has lots of boyfriends.	6982	Barbie	57	1302
Ruth Handler, Barbie's creator, has been blamed for taking the Barbie doll design from a doll made in Germany in 1955, the Lilli doll that was sold mainly at tobacco shops for men post war. Lilli was originally a cartoon character in a tabloid newspaper in Germany created by Reinhard Beuthein in 1952. O.M. Hausser/Elastolin Company had Max Weissbrodt, a doll maker of theirs get a patent for Lilli's limb design. Ruth is rumored to have purchased a few of the dolls while in Switzerland with her family. The Barbie doll has been in competition with other toy companies' doll designs. Ideal Toy and Novelty Company began making Tammy in 1962, American Character Doll Company challenged Barbie's sales in 1963 with Tressy, and Remco started producing the Littlechap Family in 1964. However, none had the popularity of Barbie. At the time of production, Tammy gave Barbie creators a financial scare. She was based on a movie character played by Debbie Reynolds. Instead of being surrounded with friends and boyfriends, the doll came with a mother and father, which might be why her popularity never surpassed Barbie's.	6982	Barbie	57	1117
Barbie is a very big trend. She has had many sisters, boyfriends, and friends. She has dream houses and clothes. She has many jobs from teacher to doctor to astronaut. There have been many other dolls like Barbie since Barbie was first produced. Barbie also created MyScene dolls, a spoof of Bratz. The fact is the creator of Barbie, Ruth Handler, fought sexism and overcame her domesticated gender role to accomplish her goals in the business arena as a female by producing the world-famous Barbie doll.	6982	Barbie	57	504
"Scheffler, Joann, ""The Barbie Doll's March 1959 debut"", Cincinnati Pop Culture Examiner, http://www.examiner.com/x-27339-Cincinnati-Pop-Culture-Examiner~y2010m3d7-The-Barbie-Dolls-March-1959-debut-see-the-first-Barbie-tv-ad-here, retrieved 2010-03-14"	6982	Barbie	57	250
Hardcore mode is a harder version of survival, where the player is on hard, cannot cheat and cannot respawn after he or she died. When the player dies, the world is deleted. In 1.8, you can now see your world in spectator mode, but you can't change anything.	4641	Minecraft	57	258
The player is about 1.8 blocks tall. There are 2 main skins of the player: Steve (a man with brown hair, light brown skin, blue eyes, a light blue T-shirt, dark blue trousers and grey shoes) and Alex (a woman with long orange hair, a light green T-shirt, a dark green belt, brown trousers and black boots). The skin can then be changed in the options, and you can download skins from the internet or create them.	4641	Minecraft	57	412
The blaze is a mob from the nether. He has a yellow head with yellow rods turning around him, and emits smoke. When he sees the player, he shoots fireballs which burn the player for a few seconds, and can also deals contact damage. It drops blaze rods.	4641	Minecraft	57	252
The creeper is one of the most frequent hostile mobs. He is a green mob that is about 1.7 blocks tall with 4 legs. Creepers go next to the player and then explode. If killed by a player or a tamed dog, they drop gunpowder. They also give music discs if killed by a skeleton.	4641	Minecraft	57	274
Working in progress In early 2009, Minecraft was being privately developed by Notch, aka Markus Persson. It was released just 6 days later, in the first phase. Players were only limited to a few blocks and creative mode. Added features in this phase were more about testing.	4641	Minecraft	57	274
This game was originally called Cave Game. This game was different than other online games where you create things because instead of simply creating structures, you also have to gather resources to build those structures.This mix was unusual because most games at the time usually only had the player gather resources and not build or to build but not have to gather resources. On top of that, Minecraft was also a survival game. You have to survive hostile mobs and can explore the vast world. You can also use your resources to craft new materials that you can use to create structures, survive longer, and craft more materials.Updates that occurred after the release was 1.0.0. It was the explorer update that added all the features in the base game, like health and other base features.	4641	Minecraft	57	791
George Washington • John Adams • Thomas Jefferson • James Madison • James Monroe • John Quincy Adams • Andrew Jackson • Martin Van Buren • William Henry Harrison • John Tyler • James K. Polk • Zachary Taylor • Millard Fillmore • Franklin Pierce • James Buchanan • Abraham Lincoln • Andrew Johnson • Ulysses S. Grant • Rutherford B. Hayes • James A. Garfield • Chester A. Arthur • Grover Cleveland • Benjamin Harrison • Grover Cleveland • William McKinley • Theodore Roosevelt • William Howard Taft • Woodrow Wilson • Warren G. Harding • Calvin Coolidge • Herbert Hoover • Franklin D. Roosevelt • Harry S. Truman • Dwight D. Eisenhower • John F. Kennedy • Lyndon B. Johnson • Richard Nixon • Gerald Ford • Jimmy Carter • Ronald Reagan • George H. W. Bush • Bill Clinton • George W. Bush • Barack Obama • Donald Trump • Joe Biden	5984	James_Madison	57	827
Bangladesh (Bengali: বাংলাদেশ, pronounced [ˈbaŋlaˌdeʃ]) is located in South Asia, and its official name is the People's Republic of Bangladesh. It shares borders with India's West Bengal to the west, Assam, Tripura, and Mizoram to the east, and Myanmar's Chin and Rakhine states to the southeast. The Bay of Bengal lies on the south coast of Bangladesh. The country is situated across a significant part of the world's largest delta and is home to more than 170 million people, making it the 8th most populous country globally. Fifty-seven international rivers traverse Bangladesh. Bangladesh's northeastern and southeastern regions are covered with mountains dating back to the Tertiary period. The country is home to the world's largest mangrove forest, the Sundarbans, and Cox's Bazar Beach, the longest natural beach.	1345	Bangladesh	58	821
During South Asia's ancient and classical period, several townships were formed in the Bangladesh region, including Banga, Pundra, Gaur, Gangariddhi, Samatat, and Harikel. This region was a province of the Maurya Empire during the Maurya period. These townships were famous for their naval power and maritime trade. They exported muslin and silk to the Middle East and the Roman Empire. In the first millennium, the Pala Empire, the Chandra Dynasty, and the Sen Dynasty were established in Bangladesh. Islam spread to the region after the conquest of Gaur by Bakhtiar Khalji and during the Delhi Sultanate. Europeans considered Shahi Bengal to be the wealthiest commercial country in the world.	1345	Bangladesh	58	694
During the Mughal period, 12 percent of the world's gross domestic product (GDP) was generated in Subah Bengal, more than Western Europe's GDP. From 1765 to 1947, the territory of Bangladesh was part of the Presidency of Bengal. After the partition of India in 1947, the Bangladesh region became part of the newly formed Pakistani dominions called East Bengal (1947–1956; East Pakistan, 1956–1971). From 1947 to 1956, when Bengali nationalism developed centered on the Bengali language movement, East Pakistan was established as an independent and sovereign nation-state called Bangladesh in 1971 through the democratic and armed struggle with the help of India against the various political, cultural, and economic exploitation, discrimination and oppression of West Pakistan. During the post-independence period, famine and natural disasters occurred in poverty-stricken Bangladesh multiple times. In addition, prolonged political instability and repeated military coups have disrupted the country's overall political stability. The anti-dictatorship movement of the 1990s led to the re-establishment of parliamentary rule in 1991, which continues to this day. Despite all the adversities, Bangladesh's economic progress and prosperity in the last three decades have been recognized worldwide.	1345	Bangladesh	58	1295
Bangladesh is the eighth largest country in the world by population, although it is the 92nd by area. Bangladesh is the most densely populated country in the world, after six small islands and city-states. This tiny country of less than 56,000 square miles has an estimated (2018) population of over 18 million, i.e., 2,889 people per square mile (1,140 people per square kilometer). Bengali is the mother tongue of about 99% of the country's population; the Literacy rate is about 75.2%.	1345	Bangladesh	58	488
Bangladesh's gross domestic product (GDP) at current market prices in FY 2017–18 was Tk 22,50,479 crore (US$ 261.27 billion), estimated to increase to US$ 285.82 billion in FY 2018–19. In 2017-18, the average annual income per capita of the people of Bangladesh was 1752 dollars. The government has estimated that the per capita income in the fiscal year 2018-19 will be $1,956 or Tk 1,60,392. The poverty rate is 20.5 percent, the number of inferior people is 10.5 percent, and the annual poverty reduction rate is 1.5 percent. This developing country has achieved economic growth of 5 to 6.2 percent per annum for nearly two decades and has ranked among the top 11 economies. The expansion of the capital, Dhaka, and other cities is acting as the driving force behind this development in Bangladesh. Central to this has been the rapid development of an ambitious middle class and the emergence of a capable and active entrepreneurial class. Bangladesh's export-oriented garment industry is particularly well-known throughout the world. Workforce export is also one of the country's economic pillars. The World Bank estimates that Bangladesh's economy will grow at an average rate of 6.7 percent per year during the two fiscal years 2018-20.	1345	Bangladesh	58	1242
Situated in the fertile basin of the Ganges-Brahmaputra, the country experiences seasonal floods almost every year, And cyclones are also very common. Pervasive poverty, the main problem of this low-income country, has been controlled mainly in the last two decades. Literacy rates have increased rapidly, and birth control programs have achieved unprecedented success. Besides, Bangladesh has achieved exemplary progress in the international human resource development index. However, Bangladesh still faces some significant challenges, including pervasive patriarchy, political and administrative corruption, economic competition in the context of globalization, and the threat of subsidence as a result of sea level rise due to climate change.	1345	Bangladesh	58	746
Moreover, social division has been created in a new way with an all-acceptable electoral system. The parliamentary democratic system of government is prevalent in Bangladesh. Bangladesh is a founding member of South Asian Regional Cooperation and BIMSTEC. Besides, the country is an active member of international organizations such as the United Nations, World Trade Organization, World Customs Organization, Commonwealth of Nations, eight developing countries, Non-Aligned Movement, and OIC.	1345	Bangladesh	58	493
"The word Bangladesh was found in the early twentieth century when the term began to be used as a general term through patriotic songs such as Kazi Nazrul Islam's ""Nom Nom Nom Bangladesh Mom"" ​​and Rabindranath Tagore's ""Aji Bangladesh Hridoy To."" In the past, the word Bangladesh was written as two separate words in the form of Bangla Desh. In the early 1950s, Bengali nationalists used the term for political meetings, processions, and rallies in East Pakistan. Bengali is a significant name for both the Bengal and Bengali areas. The earliest use of the word is found in the Nesari plaque of 605 AD. The term Vangladesa is also found in 11th-century South Asian manuscripts."	1345	Bangladesh	58	677
The term gained official status during the Bengal Sultanate in the 14th century. In 1342, Shamsuddin Ilyas Shah declared himself the first Shah of Bengal. The most common use of the Bengali word to refer to that region began during the Islamic rule. In the 16th century, the Portuguese started referring to the region as Bangala.	1345	Bangladesh	58	329
The origin of Bengali or Bengal words is unknown; It is thought that the modern name derives from the Bengali word of the Bengali sultanate. However, some historians speculate that the word originated from a Dravidian-speaking tribe or group called the Bang or Bang. The Bong people settled in the region around 1000 BC. According to some historians, Bong was the second son of Hind, whereas Hind was the first son of Ham, and Ham's Father was Prophet Noah.	1345	Bangladesh	58	457
"According to another theory, the word originated from Bhanga (Banga), which came from the Austrian word ""Banga,"" meaning Anshumali. The word Bhanga and other words that are supposed to refer to the word Banga (such as Anga) are found in ancient Indian texts, such as the Vedas, Jain texts, the Mahabharata, and the Puranas. The earliest reference to ""Bhangaladesa / Bhangadesam"" (Bengal / Bengal) is aimed at the Nesari plaque of Rashtrakuta Govinda III (before 605 AD), where the account of King Dharmapala of Bhangala is written."	1345	Bangladesh	58	531
The history of Bangladesh, a land steeped in antiquity, unfolds like a vibrant tapestry woven from the threads of ancient Bengal, Islamic glory, the Sultanate and Mughal epochs, the colonial era, and the tumultuous journey toward modernity. Nestled in the fertile Ganges-Brahmaputra Delta, the region now known as Bangladesh has witnessed the rise and fall of empires, the ebb and flow of cultural tides, and the unyielding spirit of its people.	1345	Bangladesh	58	445
"The annals of ancient Bengal still need to be discovered, with archaeological evidence suggesting human habitation dating back to the Paleolithic age. The region evolved into a crucible of civilization during the Iron Age, with trade flourishing along the deltaic waterways. The famed Mauryan emperor Ashoka left his imprint in the 3rd century BCE, marking the advent of Buddhism in the area.<gallery mode=""packed"" style=""font-size:88%; line-height:130%; border-bottom:1px #aaa solid;"" heights=""180"" caption=""Ancient Bengal"">"	1345	Bangladesh	58	525
Bengal was a region in South Asia. After divided, Bengal word mostly means the Bangladesh and fewer as West Bengal of India.Map of Bengal (Bangladesh, West Bengal)People in Bengal speak Bengali language and have a rich culture with lots of music, dance, and delicious food. Bengal is known for its beautiful rivers, green fields, and friendly people.	1345	Bangladesh	58	350
The transformation of Bengal into an Islamic stronghold commenced with the Arab traders and the conquests of the Delhi Sultanate. By the 14th century, Bengal became an independent sultanate under the Ilyas Shahi dynasty, later succeeded by the Hussain Shahi rulers. The distinctive blend of Persian and indigenous elements enriched the cultural mosaic of the land.	1345	Bangladesh	58	364
"The Sultanate period, from the 14th to the 16th century, witnessed the Bengal Sultanate's ascendancy as a flourishing center of trade and scholarship. The Husain Shahi and later the Karrani dynasties governed with varying degrees of stability, fostering a synthesis of Hindu and Islamic cultures.<gallery mode=""packed"" caption=""Sultanate period"" style=""font-size:88%; line-height:130%; border-bottom:1px #aaa solid;"" heights=""180"">"	1345	Bangladesh	58	431
With the advent of the Mughal Empire, Bengal became a province under Akbar's reign in the late 16th century. Dhaka, the present capital, emerged as a prominent center of administration and commerce. The Mughals left an indelible mark on Bengal's architectural and cultural landscape.	1345	Bangladesh	58	283
The 18th century it marked the onset of European colonialism, with the British East India Company gradually gaining control. The Battle of Plassey in 1757 solidified British dominion, and Bengal became the nerve center of British rule in India. The rural economy transformed, with the infamous Bengal Famine of 1770 causing widespread suffering.	1345	Bangladesh	58	345
During the broader canvas of the British Raj, Bengal underwent significant political reorganization. The ill-fated Partition of Bengal in 1905 was met with vehement opposition, leading to its annulment in 1911. The region played a crucial role in the nationalist movement against British rule, culminating in independence in 1947.	1345	Bangladesh	58	330
The tragic bifurcation of Bengal in 1947 along religious lines resulted in the creation of East Pakistan, part of the newly formed state of Pakistan. This seismic event sowed the seeds of discontent that would ultimately lead to the birth of Bangladesh.	1345	Bangladesh	58	253
The years following the partition were marked by economic disparities and cultural differences between East and West Pakistan. Linguistic tensions came to a head with the imposition of Urdu as the sole official language in 1952, leading to the Language Movement and setting the stage for the struggle for autonomy.	1345	Bangladesh	58	314
1971 witnessed the culmination of decades of political and cultural alienation as Bangladesh declared its independence from West Pakistan. The Liberation War ensued, a harrowing chapter marred by genocide and conflict. The valiant struggle culminated in victory on December 16, 1971, establishing Bangladesh as an independent nation.	1345	Bangladesh	58	333
The post-independence era has seen Bangladesh navigating the challenges of nation-building, economic development, and political stability. Despite setbacks, the country has made significant strides in various fields, including agriculture, textiles, and social indicators.	1345	Bangladesh	58	272
The inaugural pages of Bangladesh's post-independence history are inked with the establishment of the first parliamentary era. Following the hard-fought war for liberation from Pakistan in 1971, Sheikh Mujibur Rahman emerged as the Father of the Nation and the first President. His leadership was pivotal in shaping the early political landscape, and the country witnessed the drafting of a constitution in 1972. However, this era was tragically truncated when Mujibur Rahman and most of his family members were assassinated in a military coup in 1975.	1345	Bangladesh	58	552
"The demise of Sheikh Mujibur Rahman ushered in political turbulence, marked by coups and countercoups. General Ziaur Rahman, one of the military architects of the 1975 coup, ascended to the presidency. Ziaur Rahman, recognizing the need for stability, introduced the concept of ""Bismillah"" in governance, incorporating Islamic principles into state affairs. Though characterized by economic reforms and infrastructural development, his presidency was also marked by a growing military influence in politics."	1345	Bangladesh	58	507
Following Ziaur Rahman's assassination in 1981, his widow, Khaleda Zia, and later, Lieutenant General Hussain Muhammad Ershad, assumed the presidency. The presidential era witnessed a confluence of military rule and sporadic experiments with democracy. However, public discontent grew, culminating in the mass uprisings in 1990, which forced Ershad's resignation and paved the way for a return to parliamentary democracy.	1345	Bangladesh	58	421
The reinstatement of parliamentary democracy in 1991 marked a new chapter in Bangladesh's political narrative. Begum Khaleda Zia and Sheikh Hasina, the daughters of the country's founding figures, emerged as formidable political figures, dominating the political landscape. The period saw alternating power dynamics between the Bangladesh Nationalist Party (BNP) led by Khaleda Zia and the Awami League led by Sheikh Hasina.	1345	Bangladesh	58	424
Bangladesh, located in the heart of South Asia, is a true testament to the harmonious coexistence of diverse landscapes, rich biodiversity, and a vibrant cultural tapestry. Bordered by India to the west, north, and east, Myanmar to the southeast, and the Bay of Bengal to the south, Bangladesh holds a strategic position in the region. So, let's dive into the intricate details of its geography and explore what makes it a significant player in the region.	1345	Bangladesh	58	456
Bangladesh is divided into eight administrative divisions named after their respective divisional headquarters. These divisions are Barisal (officially Barishal), Chittagong (officially Chattogram), Dhaka, Khulna, Mymensingh, Rajshahi, Rangpur, and Sylhet.	1345	Bangladesh	58	256
Each division is divided into districts (zila), with 64 districts in Bangladesh. Each district is further subdivided into upazila (subdistricts) or thana. The area within each police station, except for those in metropolitan areas, is divided into several unions, each consisting of multiple villages. In metropolitan areas, police stations are divided into wards, which are further divided into mahallas.	1345	Bangladesh	58	405
At the divisional or district level, there are no elected officials. The administration comprises solely of government officials. However, direct elections are held in each union (or ward) for a chairperson and several members. In 1997, a parliamentary act was passed to reserve three seats (out of 12) for female candidates in every union.	1345	Bangladesh	58	340
Script Source reports the use of 16 languages as predominant, alongside 40 others. (*) Bengali is used as an official language of the country. According to Article 3 of the Constitution, Bengali is the only state language of Bangladesh. Bangla is also Bangladesh's national language. The Bengali Language Promotion Act of 1987 mandated the use of the Bengali language in government activities other than foreign communications and the use of English in dealings with foreign investors. Contrary to earlier perceptions, the diversity is underscored by the presence of a multitude of languages. Ethnologue identifies 36 living languages in Bangladesh. (*)	1345	Bangladesh	58	653
Festivals held in Bangladesh can be divided into two main categories: religious and public. Among the religious festivals, major social events include the Muslim community festivals of Eid-ul-Fitr, Eid-ul-Azha, Milad-unnabi, Shab-e-Barat, Shab-e-Qadr, and Muharram. Durga Puja, Kali Puja, Lakshmi Puja, Saraswati Puja, Dola Yatra, etc., are notable among Hindu community festivals. The main festival for Buddhists is Buddha Purnima, and for Christians, it is Christmas. But Bangladesh's most prominent social festivals are two Eids, i.e., Eid-ul-Fitr and Eid-ul-Azha. The day before Eid-ul-Fitr is known as 'Chand Raat' in Bangladesh. Small children often celebrate this day by bursting firecrackers. Many sacrificial animals arrive in urban areas during Eid-ul-Azha, and the children are excited. On these two ends, many people leave Dhaka, the capital of Bangladesh, and migrate to their native villages.	1345	Bangladesh	58	906
Besides, Pahela Boishakh is the main among the public festivals of Bangladesh. Folk festivals like Navanna and Paush Parvan are prevalent in rural areas. Apart from this, Independence Day, Victory Day, and Martyr's Day are celebrated on February 21 to commemorate the language movement martyrs.	1345	Bangladesh	58	294
Prehistoric men or prehistoric humans are the first and various people that used to live on the earth during the long period of the Prehistory. They belong to several species and genus, either very different of modern human and several million years's old or very closed to us, which master the language, the fire and tools making, from about one million years ago.	4543	Prehistoric_man	58	365
The scientific discipline that study these far ancestors is called paleoanthropology. It is a recent science, that has developed during the XXth century. Several unexpected and recent discovery enriched this field of knowledge these last years, bringing a new sight on the beginning of mankind.	4543	Prehistoric_man	58	294
2,5 millions years ago. They lived in Africa, in the savana. He still looked quite similar to the Australopithecus yet walked on his feet (bipede). He could speak, thought in a rudimental way and could make simple tools. He is omnivore, gatherer or scavenger.	4543	Prehistoric_man	58	259
William Shakespeare was an English playwright and poet. He was baptized on 26 April 1564 in Stratford-upon-Avon, England, and died there on 23 April 1616. He married Anne Hathaway in Stratford at age 18, and they had three children together: Susannah, and twins Judith and Hamnet. Hamnet died as a boy. Tradition states that Shakespeare fled Stratford for London after being arrested for hunting without permission on a nobleman's estate. There is no evidence to support this report.	647	William_Shakespeare	58	483
Shakespeare spent most of his adult life in London acting and writing comedies and tragedies for the Globe and other theatres. Shakespeare also wrote many poems called sonnets, and other poems that include Venus and Adonis and The Rape of Lucrece	647	William_Shakespeare	58	246
He retired to Stratford, bought a house called New Place, and died in Stratford in 1616. Shakespeare is buried beneath the floor of Trinity Church, Stratford. In 1623, all but two of his plays were collected in a volume now known as the First Folio. His resting place in Trinity Church is a major destination for fans and travelers.	647	William_Shakespeare	58	332
Shakespeare's tragedies include Romeo and Juliet, Hamlet, Othello, King Lear, Macbeth, and Julius Caesar. His comedies include A Midsummer Night's Dream, The Merchant of Venice, Much Ado About Nothing, As You Like It, Twelfth Night, and The Tempest. (*)	647	William_Shakespeare	58	253
It was totally destroyed by Mount Vesuvius' eruption, which also destroyed Pompeii and some other cities built near the volcano. At Herculanum, volcanic mud entirely covered the city, then, they transformed into hard rock, making excavation very difficult.	5633	Herculaneum	58	256
Herculanum's site, just like Pompeii's, was explored and studied by archaeologists since the XVIII century. Today, we can visit the archaeological site, outside or underground, on top of the modern city. Herculanum's name looks like the half-god Hercules's name, because according to the legend he founded the city when he stopped in Italy coming back from Spain. It is located seven kimometers east of Mount Vesusius, in Naples' bay, near Cumes and Pompeii. It was first colonised by Greeks, and later by Samnite people later named Campanians. Herculanum's inhabitants, after roman development and wars against Samnite people, became allies with Romans. In 30 BC, Herculanum is officially recognised as a Roman city.	5633	Herculaneum	58	717
According to some books, Herculanum developed as a seaside resort. It was appreciated by rich Romans, and as a residential city for important families belonging to Roman nobility. They were attracted by the splendid seaside view, the climate and products from the nearby countryside. It developed itself a lot during emperor Augustus' reign.	5633	Herculaneum	58	341
George Washington • John Adams • Thomas Jefferson • James Madison • James Monroe • John Quincy Adams • Andrew Jackson • Martin Van Buren • William Henry Harrison • John Tyler • James K. Polk • Zachary Taylor • Millard Fillmore • Franklin Pierce • James Buchanan • Abraham Lincoln • Andrew Johnson • Ulysses S. Grant • Rutherford B. Hayes • James A. Garfield • Chester A. Arthur • Grover Cleveland • Benjamin Harrison • Grover Cleveland • William McKinley • Theodore Roosevelt • William Howard Taft • Woodrow Wilson • Warren G. Harding • Calvin Coolidge • Herbert Hoover • Franklin D. Roosevelt • Harry S. Truman • Dwight D. Eisenhower • John F. Kennedy • Lyndon B. Johnson • Richard Nixon • Gerald Ford • Jimmy Carter • Ronald Reagan • George H. W. Bush • Bill Clinton • George W. Bush • Barack Obama • Donald Trump • Joe Biden	6020	Chester_A._Arthur	59	827
"The name Pakistan means Land of (the) Spiritually Pure in both Urdu and Persian languages. Many South-central Asian states and regions end with the element -stan, such as Afghanistan, Pakistan, Balochistan, Kurdistan, and Turkistan. This -stan is formed from the Iranian root *STA ""to stand, stay,"" and means ""place (where one stays), home, country"". Iranian peoples have been the main inhabitants of the various land regions of the Ancient Persian Empires now owned by the states for over a thousand years. The names are compounds of -stan and the name of the peoples living there. Pakistan is a bit different; its name was coined on 28 January 1933 as by Choudhary Rahmat Ali, a Pakistan Movement activist, who published it in his paper Now or Never. by using the suffix -istan from Balochistan preceded by the first letters of Punjab, Afghania, Kashmir and Sindh. The name is actually an acronym that stands for the ""thirty million Muslim brethren who lived in Pakistan—by which we mean the Five Northern units of India viz: Punjab, (Afghan Province), Kashmir, Sind, and Baluchistan"". Basically the word ""Pakistan"" is made up of two words; ""Pak"" and ""stan"". The word Pak means ""pure"", and the suffix -stan means ""land of""."	1196	Pakistan	59	1225
Pakistan became independent from India on the 14 august 1947 with the guidance of the politician Mohammed Ali Jinnah also referred as Quaid-e-Azam. Because he played a huge role in Pakistan’s fight for independence he obtained the deserved the title of “ father of the nation”. He sadly died a year after reaching his goal, his death was caused by tuberculosis on the 11 September. Every year Pakistan celebrates his birthday (25 dicember 1876).	1196	Pakistan	59	445
Pakistan has won international cricket events, which include the 1992 Cricket World Cup, the 2009 ICC World Twenty20 and the 2017 ICC Champions Trophy besides finishing as runner-up in the 1999 Cricket World Cup and the 2007 ICC World Twenty20.	1196	Pakistan	59	244
History is the study of past events. People know what happened in the past by looking at things from the past, including records (like books, newspapers and letters) and artifacts (like pottery, tools, and human or animal remains). Libraries, archives and museums collect and keep these things for people to study history. A person who studies history is called a historian. A person who studies pre-history and history through things left behind by ancient cultures is called an archaeologist. A person who studies mankind and society is called an anthropologist. The study of the sources and methods used to study and write history is called historiography.	5346	History	59	659
People can learn about the past by talking to people who remember things that happened in the past. This is called oral history. When people who had been slaves and American Civil War survivors got old, some historians recorded everything that they said, so that history would not be lost.	5346	History	59	289
"People in different parts of the world continue to remember events differently, just as in Medieval Europe, Ancient Rome and Ancient China each thought that they ruled the only important parts of the world and that other parts were ""barbarian""."	5346	History	59	244
There are four places to enjoy: Cardiff Bay, Principality Stadium, Wales Millennium Centrer and St. Fagans: National Museum of Art Galleries. There are 4: Fountain Fine Art, Off the Wall Art Gallery, Third Floor Gallery and the Norwegian Church Arts.	8650	Cardiff	60	250
Roald Dahl (Llandaff, September 13, 1916 - Oxford, November 23, 1990) was a British writer, screenwriter and aviator, best known for his children's novels. He is also co-inventor of the WDT (Wade-Dahl-Till) valve, used to counteract the effects of hydrocephalus.	8650	Cardiff	60	262
The Greek Theatre at Syracuse.The theatre of ancient Greece is a literary genre. It was at its best from 550 to 220 BC. It was the beginning of modern western theatre, and some ancient Greek plays are still performed today. They invented the genres of tragedy (late 6th century BC), comedy (486 BC) and satyr plays.	4515	Theatre_of_ancient_Greece	60	315
The city-state of Athens was a great cultural, political and military power during this period. Drama was at its centre. Theatre was part of a festival called the Dionysia, which honoured the god Dionysus. In the Dionysia, the playwrights presented their work to an audience. It was a competition, with a winner and prizes. These two main genres were never mixed: they each had their own typical structure. Athens exported the festival to its numerous colonies and allies in order to promote their way of life.	4515	Theatre_of_ancient_Greece	60	510
Only men were allowed as actors. The chorus were men, as were the actors and the audience. (*) Technically, they had to be citizens of Athens, which only applied to free-born men plus a few special cases. (*) The actors wore masks, so that the people would know which persona (character) the actor played.	4515	Theatre_of_ancient_Greece	60	305
Greek tragedy as we know it was made in Athens some years before 532 BC, when Thespis was the earliest recorded playwright. He won the first theatrical contest held at Athens, so he was the leader of the dithyrambs performed in and around Attica. (*) Dithyrambs were ancient hymns sung in praise of the god of wine and fertility, Dionysus. They had a wild and ecstatic nature.	4515	Theatre_of_ancient_Greece	60	376
"By Thespis' time the dithyramb had evolved far away from its cult roots. It had become a narrative, ballad-like genre. Because of this Thespis is often called the ""Father of Tragedy"". The statesman Solon is said to have created poems in which characters speak with their own voice. Spoken recitations, known as rhapsodes, of Homer's epics were popular in festivals before 534 BC. (*) Thespis's contribution to drama is unclear, but his name is remembered in the common term for performer—a 'thespian'."	4515	Theatre_of_ancient_Greece	60	501
Phrynichus was the first poet known to use a historical subject – his Fall of Miletus, 493, told the fate of the town of Miletus after it was conquered by the Persians. (*) He is also thought to be the first to use female characters (though not female performers).	4515	Theatre_of_ancient_Greece	60	264
Until the Hellenistic period, all tragedies were unique pieces written in honour of Dionysus and played only once, so that today we only have the pieces that were still remembered well enough to have been repeated when repetition of old tragedies became fashion.	4515	Theatre_of_ancient_Greece	60	262
After the Great Destruction of Athens by the Persians (Achaemenid Empire) in 480 BC, (*) the town and acropolis were rebuilt, and theatre became an even more major part of Athenian culture and civic pride. The centre-piece was the competition between three tragic playwrights at the Theatre of Dionysus, twice a year. Each submitted three tragedies, plus a satyr play (a comic version of a mythological subject). From 486 BC, each playwright also submitted a comedy. (*) Aristotle claimed that Aeschylus added the second actor, and that Sophocles introduced the third. Apparently the Greek playwrights never used more than three actors.	4515	Theatre_of_ancient_Greece	60	636
Tragedy and comedy were viewed as completely separate genres, and no plays ever merged aspects of the two. Satyr plays dealt with the mythological subject matter of the tragedies, but in a purely comedic manner. However, as they were written over a century after the Athenian Golden Age, it is not known whether dramatists such as Sophocles and Euripides would have thought about their plays in the same terms.	4515	Theatre_of_ancient_Greece	60	410
The power of Athens declined following its defeat in the Peloponnesian War against the Spartans. From that time on, the theatre started performing old tragedies again. Although its theatrical traditions seem to have lost their vitality, Greek theatre continued into the Hellenistic period (the period following Alexander the Great's conquests in the fourth century BC). The main Hellenistic theatrical form was not tragedy but 'New Comedy', comic episodes about the lives of ordinary citizens. The only playwright from the period whose work has survived is Menander. One of New Comedy's most important contributions was its influence on Roman comedy, an influence that can be seen in the surviving works of Plautus and Terence.	4515	Theatre_of_ancient_Greece	60	727
"The performance space was a simple semi-circular space, the orchestra, where the chorus danced and sang. The orchestra was on a flattened terrace at the foot of a hill, the slope of which produced a natural theatron, (watching place). Later, the term ""theatre"" came to be applied to the whole area of theatron, orchestra, and skené (scene)."	4515	Theatre_of_ancient_Greece	60	340
